Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,target
218,2,72,False,4,4,0.54,0.54,0.72,1.61,1.33,2.186788809,2.043777903,-1.762071429,0.647069413,0.514285714,1
220,3,0,False,1,1,0.52,0.52,1.12,2.18,1.1,2.214684508,0.0,-2.314571429,0.538748024,0.8,2
221,3,1,False,4,4,0.58,0.52,0.75,2.18,1.93,2.214684508,2.488353231,-1.571714286,0.651196012,0.535714286,1
222,3,2,False,4,4,0.58,0.52,0.54,2.18,1.61,2.214684508,1.892894405,-1.2855,0.721686302,0.385714286,1
219,3,3,False,4,4,0.58,0.52,0.58,2.18,2.18,2.214684508,1.932227032,-1.234571429,0.707106781,0.414285714,1
223,3,4,False,1,1,0.52,0.52,0.93,2.18,2.54,2.214684508,2.31369847,-1.728214286,0.582680266,0.664285714,1
224,3,5,False,4,4,0.58,0.52,0.27,2.18,2.04,2.214684508,1.624661665,-0.743214286,0.838366124,0.192857143,1
225,3,6,False,0,0,0.52,0.52,1.35,2.18,0.89,2.214684508,2.64009357,-2.739642857,0.493689098,0.964285714,2
226,3,7,False,0,0,0.52,0.52,0.45,2.18,1.57,2.214684508,1.803349248,-1.102642857,0.733862173,0.321428571,1
227,3,8,False,0,0,0.52,0.52,0.9,2.18,2.02,2.214684508,2.215655462,-1.774428571,0.590280443,0.642857143,1
228,3,9,False,0,0,0.52,0.52,1.0,2.18,1.0,2.214684508,2.318139449,-2.131714286,0.565685425,0.714285714,2
229,3,10,False,0,0,0.52,0.52,0.95,2.18,1.69,2.214684508,2.286435201,-1.919642857,0.577721285,0.678571429,1
230,3,11,False,3,5,0.58,0.52,0.87,2.18,1.12,2.214684508,2.268642439,-1.940928571,0.616771554,0.621428571,1
231,3,12,False,4,4,0.58,0.52,0.61,2.18,1.88,2.214684508,1.930310969,-1.347071429,0.696552949,0.435714286,1
232,3,13,False,4,4,0.58,0.52,0.62,2.18,1.66,2.214684508,1.960053288,-1.409428571,0.693104667,0.442857143,1
233,3,14,False,0,0,0.52,0.52,1.67,2.18,0.79,2.214684508,3.009747218,-3.295357143,0.442229648,1.192857143,1
234,3,15,False,4,4,0.58,0.52,0.54,2.18,1.9,2.214684508,2.005573846,-1.225428571,0.721686302,0.385714286,1
235,3,16,False,4,4,0.58,0.52,0.91,2.18,1.22,2.214684508,2.255580699,-1.987357143,0.606091527,0.65,1
236,3,17,False,4,4,0.58,0.52,0.89,2.18,1.24,2.214684508,2.250676638,-1.949642857,0.611384903,0.635714286,1
237,3,18,False,4,4,0.58,0.52,0.95,2.18,1.2,2.214684508,2.354367494,-2.058642857,0.595775075,0.678571429,2
238,3,19,False,4,4,0.58,0.52,0.65,2.18,1.83,2.214684508,1.999521816,-1.424571429,0.682961672,0.464285714,1
239,3,20,False,4,4,0.58,0.52,0.62,2.18,1.81,2.214684508,1.974643898,-1.378357143,0.693104667,0.442857143,1
240,3,21,False,4,4,0.58,0.52,0.94,2.18,1.2,2.214684508,2.28415608,-2.041857143,0.598321123,0.671428571,1
241,3,22,False,3,5,0.58,0.52,0.53,2.18,2.01,2.214684508,1.899964183,-1.185857143,0.72542561,0.378571429,1
242,3,23,False,3,5,0.58,0.52,0.71,2.18,1.3,2.214684508,2.027412322,-1.635071429,0.663540961,0.507142857,1
243,3,24,False,0,0,0.52,0.52,1.11,2.18,2.0,2.214684508,2.323654714,-2.130642857,0.54089443,0.792857143,1
244,3,25,False,4,4,0.58,0.52,0.9,2.18,1.23,2.214684508,2.25865608,-1.9685,0.608726707,0.642857143,1
245,3,26,False,4,4,0.58,0.52,0.8,2.18,1.78,2.214684508,2.147680955,-1.686714286,0.636396103,0.571428571,1
246,3,27,False,3,5,0.58,0.52,0.63,2.18,2.2,2.214684508,2.009082787,-1.314357143,0.689690358,0.45,1
247,3,28,False,0,0,0.52,0.52,1.38,2.18,0.82,2.214684508,2.723507129,-2.803,0.488361518,0.985714286,2
248,3,29,False,4,4,0.58,0.52,1.03,2.18,1.1,2.214684508,2.376509378,-2.213642857,0.576161081,0.735714286,1
249,3,30,False,0,0,0.52,0.52,0.76,2.18,0.98,2.214684508,2.095547886,-1.732571429,0.628539361,0.542857143,1
250,3,31,False,4,4,0.58,0.52,0.86,2.18,1.27,2.214684508,2.209114963,-1.893071429,0.619500631,0.614285714,1
251,3,32,False,0,0,0.52,0.52,0.72,2.18,1.31,2.214684508,2.046489492,-1.604142857,0.640398594,0.514285714,1
252,3,33,False,3,5,0.58,0.52,0.53,2.18,1.55,2.214684508,2.16999357,-1.281142857,0.72542561,0.378571429,1
253,3,34,False,3,5,0.58,0.52,0.65,2.18,2.16,2.214684508,1.7893,-1.356214286,0.682961672,0.464285714,1
254,3,35,False,0,0,0.52,0.52,1.02,2.18,0.93,2.214684508,2.425828064,-2.178285714,0.561010339,0.728571429,2
255,3,36,False,3,5,0.58,0.52,0.68,2.18,1.6,2.214684508,1.955055241,-1.522571429,0.673111263,0.485714286,1
256,3,37,False,4,4,0.58,0.52,0.98,2.18,1.14,2.214684508,2.320966993,-2.121428571,0.588265305,0.7,1
257,3,38,False,4,4,0.58,0.52,0.6,2.18,1.91,2.214684508,2.103725488,-1.324071429,0.700035713,0.428571429,1
258,3,39,False,1,1,0.52,0.52,0.86,2.18,1.36,2.214684508,0.0,-1.829857143,0.600727885,0.614285714,1
259,3,40,False,1,1,0.52,0.52,0.57,2.18,2.2,2.214684508,1.954921624,-1.187071429,0.689159909,0.407142857,1
260,3,41,False,1,1,0.52,0.52,0.91,2.18,1.5,2.214684508,0.0,-1.887785714,0.587725117,0.65,1
261,3,42,False,3,5,0.58,0.52,0.78,2.18,2.33,2.214684508,2.362863567,-1.539214286,0.642234599,0.557142857,2
262,3,43,False,3,5,0.58,0.52,0.62,2.18,2.2,2.214684508,2.04250519,-1.297571429,0.693104667,0.442857143,1
263,3,44,False,1,1,0.52,0.52,0.97,2.18,1.13,2.214684508,0.0,-2.057214286,0.572846,0.692857143,1
264,3,45,False,3,5,0.58,0.52,0.85,2.18,1.13,2.214684508,2.340791612,-1.905285714,0.622253967,0.607142857,1
265,3,46,False,1,1,0.52,0.52,0.67,2.18,2.28,2.214684508,2.64390067,-1.340071429,0.655867159,0.478571429,1
266,3,47,False,1,1,0.52,0.52,0.83,2.18,1.28,2.214684508,2.226583834,-1.794357143,0.608809426,0.592857143,1
267,3,48,False,0,0,0.52,0.52,1.52,2.18,0.82,2.214684508,2.825996661,-3.038,0.464946925,1.085714286,2
268,3,49,False,3,5,0.58,0.52,0.63,2.18,1.9,2.214684508,1.98797081,-1.3765,0.689690358,0.45,1
269,3,50,False,4,4,0.58,0.52,0.67,2.18,2.28,2.214684508,2.001424352,-1.364928571,0.676363008,0.478571429,1
270,3,51,False,3,5,0.58,0.52,0.62,2.18,2.2,2.214684508,2.018753288,-1.297571429,0.693104667,0.442857143,1
271,3,52,False,3,5,0.58,0.52,0.68,2.18,2.05,2.214684508,2.075848892,-1.429357143,0.673111263,0.485714286,1
272,3,53,False,4,4,0.58,0.52,0.75,2.18,1.36,2.214684508,2.074614707,-1.689785714,0.651196012,0.535714286,1
273,3,54,False,3,5,0.58,0.52,0.4,2.18,1.9,2.214684508,1.783360927,-0.990428571,0.777817459,0.285714286,1
274,3,55,False,4,4,0.58,0.52,0.96,2.18,1.17,2.214684508,2.311832729,-2.081642857,0.593250605,0.685714286,1
275,3,56,False,3,5,0.58,0.52,0.69,2.18,1.96,2.214684508,2.052287148,-1.464785714,0.669890635,0.492857143,1
276,3,57,False,0,0,0.52,0.52,1.18,2.18,0.95,2.214684508,2.452968591,-2.443142857,0.526219,0.842857143,3
277,3,58,False,3,5,0.58,0.52,0.68,2.18,1.5,2.214684508,1.956808277,-1.543285714,0.673111263,0.485714286,1
278,3,59,False,3,5,0.58,0.52,0.76,2.18,1.2,2.214684508,2.256932729,-1.739714286,0.648181216,0.542857143,1
279,3,60,False,1,1,0.52,0.52,0.6,2.18,1.9,2.214684508,0.0,-1.293142857,0.67882251,0.428571429,1
280,3,61,False,3,5,0.58,0.52,0.97,2.18,2.1,2.214684508,2.115491508,-1.905785714,0.590747437,0.692857143,1
281,3,62,False,3,5,0.58,0.52,0.94,2.18,1.3,2.214684508,2.246056043,-2.021142857,0.598321123,0.671428571,1
282,3,63,False,3,5,0.58,0.52,0.61,2.18,1.54,2.214684508,1.927848949,-1.4175,0.696552949,0.435714286,1
283,3,64,False,4,4,0.58,0.52,0.89,2.18,1.62,2.214684508,2.297683747,-1.870928571,0.611384903,0.635714286,1
284,3,65,False,4,4,0.58,0.52,0.88,2.18,1.25,2.214684508,2.119700811,-1.930785714,0.614066415,0.628571429,1
285,3,66,False,3,5,0.58,0.52,0.89,2.18,1.38,2.214684508,2.0478,-1.920642857,0.611384903,0.635714286,1
286,3,67,False,3,5,0.58,0.52,0.58,2.18,1.63,2.214684508,1.758039163,-1.3485,0.707106781,0.414285714,1
287,3,68,False,4,4,0.58,0.52,0.66,2.18,2.36,2.214684508,1.7456,-1.331571429,0.679646324,0.471428571,1
288,3,69,False,4,4,0.58,0.52,0.9,2.18,1.22,2.214684508,2.235124352,-1.970571429,0.608726707,0.642857143,1
289,3,70,False,4,4,0.58,0.52,0.87,2.18,1.1,2.214684508,2.223980699,-1.945071429,0.616771554,0.621428571,2
290,3,71,False,0,0,0.52,0.52,0.74,2.18,1.65,2.214684508,2.096140752,-1.574571429,0.634413561,0.528571429,1
291,3,72,False,3,5,0.58,0.52,0.72,2.18,1.33,2.214684508,2.043777903,-1.645642857,0.66041105,0.514285714,1
293,4,0,False,1,1,0.93,0.93,1.12,2.54,1.1,2.639131071,0.0,-2.513214286,0.653793175,0.8,2
294,4,1,False,1,1,0.93,0.93,0.95,2.54,1.93,2.639131071,2.488353231,-1.974035714,0.701088851,0.678571429,1
295,4,2,False,1,1,0.93,0.93,0.54,2.54,1.61,2.639131071,1.892894405,-1.444821429,0.849257113,0.385714286,1
296,4,3,False,1,1,0.93,0.93,0.52,2.54,2.18,2.639131071,1.932227032,-1.2245,0.858103542,0.371428571,1
292,4,4,False,1,1,0.93,0.93,0.93,2.54,2.54,2.639131071,2.31369847,-1.740428571,0.707106781,0.664285714,1
297,4,5,False,1,1,0.93,0.93,0.27,2.54,2.04,2.639131071,1.624661665,-0.8835,0.986562156,0.192857143,1
298,4,6,False,1,1,0.93,0.93,1.35,2.54,0.89,2.639131071,2.64009357,-2.939464286,0.599112291,0.964285714,2
299,4,7,False,1,1,0.93,0.93,0.45,2.54,1.57,2.639131071,1.803349248,-1.318607143,0.890572324,0.321428571,1
300,4,8,False,1,1,0.93,0.93,0.9,2.54,2.02,2.639131071,2.215655462,-1.866642857,0.716329913,0.642857143,1
301,4,9,False,1,1,0.93,0.93,1.0,2.54,1.0,2.639131071,2.318139449,-2.360428571,0.686482833,0.714285714,1
302,4,10,False,1,1,0.93,0.93,0.95,2.54,1.69,2.639131071,2.286435201,-2.05375,0.701088851,0.678571429,1
303,4,11,False,1,1,0.93,0.93,0.94,2.54,1.12,2.639131071,2.268642439,-2.227571429,0.704084957,0.671428571,1
304,4,12,False,1,1,0.93,0.93,0.63,2.54,1.88,2.639131071,1.930310969,-1.494642857,0.81160532,0.45,1
305,4,13,False,1,1,0.93,0.93,0.58,2.54,1.66,2.639131071,1.960053288,-1.490214286,0.832100404,0.414285714,1
306,4,14,False,1,1,0.93,0.93,1.67,2.54,0.79,2.639131071,3.009747218,-3.468678571,0.536664104,1.192857143,1
307,4,15,False,1,1,0.93,0.93,0.68,2.54,1.9,2.639131071,2.005573846,-1.5655,0.792095577,0.485714286,1
308,4,16,False,1,1,0.93,0.93,0.99,2.54,1.22,2.639131071,2.255580699,-2.271857143,0.689355147,0.707142857,1
309,4,17,False,1,1,0.93,0.93,0.89,2.54,1.24,2.639131071,2.250676638,-2.110214286,0.719457991,0.635714286,1
310,4,18,False,1,1,0.93,0.93,1.06,2.54,1.2,2.639131071,2.354367494,-2.387,0.66973935,0.757142857,2
311,4,19,False,1,1,0.93,0.93,0.67,2.54,1.83,2.639131071,1.999521816,-1.57325,0.795922126,0.478571429,1
312,4,20,False,1,1,0.93,0.93,0.62,2.54,1.81,2.639131071,1.974643898,-1.502392857,0.815623168,0.442857143,1
313,4,21,False,1,1,0.93,0.93,0.94,2.54,1.2,2.639131071,2.28415608,-2.201,0.704084957,0.671428571,1
314,4,22,False,1,1,0.93,0.93,0.63,2.54,2.01,2.639131071,1.899964183,-1.451464286,0.81160532,0.45,1
315,4,23,False,1,1,0.93,0.93,0.71,2.54,1.3,2.639131071,2.027412322,-1.811285714,0.780833555,0.507142857,1
316,4,24,False,1,1,0.93,0.93,1.11,2.54,2.0,2.639131071,2.323654714,-2.198785714,0.656397928,0.792857143,1
317,4,25,False,1,1,0.93,0.93,0.9,2.54,1.23,2.639131071,2.25865608,-2.129035714,0.716329913,0.642857143,1
318,4,26,False,1,1,0.93,0.93,0.8,2.54,1.78,2.639131071,2.147680955,-1.791357143,0.748890364,0.571428571,1
319,4,27,False,1,1,0.93,0.93,0.63,2.54,2.2,2.639131071,2.009082787,-1.388357143,0.81160532,0.45,1
320,4,28,False,1,1,0.93,0.93,1.38,2.54,0.82,2.639131071,2.723507129,-3.009214286,0.59264705,0.985714286,2
321,4,29,False,1,1,0.93,0.93,1.03,2.54,1.1,2.639131071,2.376509378,-2.373714286,0.678007737,0.735714286,1
322,4,30,False,1,1,0.93,0.93,0.76,2.54,0.98,2.639131071,2.095547886,-1.995071429,0.762758704,0.542857143,1
323,4,31,False,1,1,0.93,0.93,0.86,2.54,1.27,2.639131071,2.209114963,-2.05375,0.729008319,0.614285714,1
324,4,32,False,1,1,0.93,0.93,0.72,2.54,1.31,2.639131071,2.046489492,-1.823464286,0.777150377,0.514285714,1
325,4,33,False,1,1,0.93,0.93,0.62,2.54,1.55,2.639131071,2.16999357,-1.58875,0.815623168,0.442857143,1
326,4,34,False,1,1,0.93,0.93,0.62,2.54,2.16,2.639131071,1.7893,-1.386142857,0.815623168,0.442857143,3
327,4,35,False,1,1,0.93,0.93,1.02,2.54,0.93,2.639131071,2.425828064,-2.414678571,0.680809422,0.728571429,1
328,4,36,False,1,1,0.93,0.93,0.68,2.54,1.6,2.639131071,1.955055241,-1.665142857,0.792095577,0.485714286,3
329,4,37,False,1,1,0.93,0.93,0.98,2.54,1.14,2.639131071,2.320966993,-2.282928571,0.692251597,0.7,1
330,4,38,False,1,1,0.93,0.93,0.59,2.54,1.91,2.639131071,2.103725488,-1.422678571,0.827918995,0.421428571,1
331,4,39,False,1,1,0.93,0.93,0.86,2.54,1.36,2.639131071,0.0,-2.023857143,0.729008319,0.614285714,1
332,4,40,False,1,1,0.93,0.93,0.57,2.54,2.2,2.639131071,1.954921624,-1.295357143,0.836324264,0.407142857,1
333,4,41,False,1,1,0.93,0.93,0.91,2.54,1.5,2.639131071,0.0,-2.054857143,0.713228918,0.65,3
334,4,42,False,1,1,0.93,0.93,0.99,2.54,2.33,2.639131071,2.362863567,-1.903178571,0.689355147,0.707142857,1
335,4,43,False,1,1,0.93,0.93,0.75,2.54,2.2,2.639131071,2.04250519,-1.574357143,0.766306419,0.535714286,1
336,4,44,False,1,1,0.93,0.93,0.97,2.54,1.13,2.639131071,0.0,-2.27075,0.69517249,0.692857143,1
337,4,45,False,1,1,0.93,0.93,0.92,2.54,1.13,2.639131071,2.340791612,-2.19325,0.710154655,0.657142857,1
338,4,46,False,1,1,0.93,0.93,0.67,2.54,2.28,2.639131071,2.64390067,-1.423785714,0.795922126,0.478571429,1
339,4,47,False,1,1,0.93,0.93,0.83,2.54,1.28,2.639131071,2.226583834,-2.003928571,0.738815605,0.592857143,1
340,4,48,False,1,1,0.93,0.93,1.52,2.54,0.82,2.639131071,2.825996661,-3.226214286,0.564232466,1.085714286,1
341,4,49,False,1,1,0.93,0.93,0.57,2.54,1.9,2.639131071,1.98797081,-1.395,0.836324264,0.407142857,1
342,4,50,False,1,1,0.93,0.93,0.61,2.54,2.28,2.639131071,2.001424352,-1.330785714,0.819680995,0.435714286,1
343,4,51,False,1,1,0.93,0.93,0.62,2.54,2.2,2.639131071,2.018753288,-1.372857143,0.815623168,0.442857143,2
344,4,52,False,1,1,0.93,0.93,0.68,2.54,2.05,2.639131071,2.075848892,-1.515678571,0.792095577,0.485714286,3
345,4,53,False,1,1,0.93,0.93,0.75,2.54,1.36,2.639131071,2.074614707,-1.853357143,0.766306419,0.535714286,1
346,4,54,False,1,1,0.93,0.93,0.4,2.54,1.9,2.639131071,1.783360927,-1.1315,0.915310445,0.285714286,1
347,4,55,False,1,1,0.93,0.93,0.96,2.54,1.17,2.639131071,2.311832729,-2.241964286,0.698118136,0.685714286,1
348,4,56,False,1,1,0.93,0.93,0.69,2.54,1.96,2.639131071,2.052287148,-1.561071429,0.788305646,0.492857143,1
349,4,57,False,1,1,0.93,0.93,1.18,2.54,0.95,2.639131071,2.452968591,-2.656035714,0.638588682,0.842857143,2
350,4,58,False,1,1,0.93,0.93,0.68,2.54,1.5,2.639131071,1.956808277,-1.698357143,0.792095577,0.485714286,3
351,4,59,False,1,1,0.93,0.93,0.84,2.54,1.2,2.639131071,2.256932729,-2.046,0.735517322,0.6,1
352,4,60,False,1,1,0.93,0.93,0.6,2.54,1.9,2.639131071,0.0,-1.4415,0.8237794,0.428571429,2
353,4,61,False,1,1,0.93,0.93,0.77,2.54,2.1,2.639131071,2.115491508,-1.638571429,0.759243687,0.55,2
354,4,62,False,1,1,0.93,0.93,0.94,2.54,1.3,2.639131071,2.246056043,-2.167785714,0.704084957,0.671428571,1
355,4,63,False,1,1,0.93,0.93,0.71,2.54,1.54,2.639131071,1.927848949,-1.731571429,0.780833555,0.507142857,2
356,4,64,False,1,1,0.93,0.93,1.2,2.54,1.62,2.639131071,2.297683747,-2.4645,0.633676462,0.857142857,1
357,4,65,False,1,1,0.93,0.93,0.96,2.54,1.25,2.639131071,2.119700811,-2.215392857,0.698118136,0.685714286,1
358,4,66,False,1,1,0.93,0.93,0.85,2.54,1.38,2.639131071,2.0478,-2.001714286,0.732248356,0.607142857,2
359,4,67,False,1,1,0.93,0.93,0.64,2.54,1.63,2.639131071,1.758039163,-1.593178571,0.807626863,0.457142857,2
360,4,68,False,1,1,0.93,0.93,0.63,2.54,2.36,2.639131071,1.7456,-1.335214286,0.81160532,0.45,1
361,4,69,False,1,1,0.93,0.93,0.9,2.54,1.22,2.639131071,2.235124352,-2.132357143,0.716329913,0.642857143,1
362,4,70,False,1,1,0.93,0.93,0.95,2.54,1.1,2.639131071,2.223980699,-2.249714286,0.701088851,0.678571429,1
363,4,71,False,1,1,0.93,0.93,0.74,2.54,1.65,2.639131071,2.096140752,-1.741535714,0.76988729,0.528571429,1
364,4,72,False,1,1,0.93,0.93,0.72,2.54,1.33,2.639131071,2.043777903,-1.816821429,0.777150377,0.514285714,1
366,5,0,False,1,1,0.27,0.27,1.12,2.04,1.1,1.891523329,0.0,-2.161642857,0.468598542,0.8,1
367,5,1,False,0,0,0.27,0.27,0.95,2.04,1.93,1.891523329,2.488353231,-1.78775,0.502497159,0.678571429,1
368,5,2,False,0,0,0.27,0.27,0.54,2.04,1.61,1.891523329,1.892894405,-1.109892857,0.608695013,0.385714286,1
369,5,3,False,2,6,0.27,0.27,0.46,2.04,2.18,1.891523329,1.932227032,-0.916642857,0.634875443,0.328571429,1
370,5,4,False,1,1,0.27,0.27,0.93,2.04,2.54,1.891523329,2.31369847,-1.694357143,0.50681044,0.664285714,1
365,5,5,False,0,0,0.27,0.27,0.27,2.04,2.04,1.891523329,1.624661665,-0.601714286,0.707106781,0.192857143,1
371,5,6,False,0,0,0.27,0.27,1.35,2.04,0.89,1.891523329,2.64009357,-2.579464286,0.429406663,0.964285714,1
372,5,7,False,0,0,0.27,0.27,0.45,2.04,1.57,1.891523329,1.803349248,-0.958178571,0.638307202,0.321428571,1
373,5,8,False,2,6,0.27,0.27,0.76,2.04,2.02,1.891523329,2.215655462,-1.450642857,0.546698298,0.542857143,1
374,5,9,False,0,0,0.27,0.27,1.0,2.04,1.0,1.891523329,2.318139449,-1.963857143,0.492028469,0.714285714,1
375,5,10,False,0,0,0.27,0.27,0.95,2.04,1.69,1.891523329,2.286435201,-1.810892857,0.502497159,0.678571429,1
376,5,11,False,3,5,0.27,0.27,0.87,2.04,1.12,1.891523329,2.268642439,-1.727571429,0.52020631,0.621428571,1
377,5,12,False,3,5,0.27,0.27,0.53,2.04,1.88,1.891523329,1.930310969,-1.066571429,0.611848873,0.378571429,1
378,5,13,False,2,6,0.27,0.27,0.49,2.04,1.66,1.891523329,1.960053288,-1.018642857,0.624798055,0.35,1
379,5,14,False,0,0,0.27,0.27,1.67,2.04,0.79,1.891523329,3.009747218,-3.14225,0.384647663,1.192857143,1
380,5,15,False,0,0,0.27,0.27,0.68,2.04,1.9,1.891523329,2.005573846,-1.323928571,0.567725156,0.485714286,1
381,5,16,False,0,0,0.27,0.27,0.99,2.04,1.22,1.891523329,2.255580699,-1.925357143,0.494087165,0.707142857,1
382,5,17,False,0,0,0.27,0.27,0.89,2.04,1.24,1.891523329,2.250676638,-1.750571429,0.515663024,0.635714286,1
383,5,18,False,0,0,0.27,0.27,1.06,2.04,1.2,1.891523329,2.354367494,-2.048285714,0.480027774,0.757142857,1
384,5,19,False,2,6,0.27,0.27,0.59,2.04,1.83,1.891523329,1.999521816,-1.175107143,0.593401168,0.421428571,1
385,5,20,False,0,0,0.27,0.27,0.62,2.04,1.81,1.891523329,1.974643898,-1.228892857,0.584588279,0.442857143,1
386,5,21,False,0,0,0.27,0.27,0.94,2.04,1.2,1.891523329,2.28415608,-1.840857143,0.504644583,0.671428571,1
387,5,22,False,3,5,0.27,0.27,0.53,2.04,2.01,1.891523329,1.899964183,-1.054035714,0.611848873,0.378571429,1
388,5,23,False,3,5,0.27,0.27,0.71,2.04,1.3,1.891523329,2.027412322,-1.433642857,0.559653234,0.507142857,1
389,5,24,False,0,0,0.27,0.27,1.11,2.04,2.0,1.891523329,2.323654714,-2.057571429,0.470465468,0.792857143,1
390,5,25,False,0,0,0.27,0.27,0.9,2.04,1.23,1.891523329,2.25865608,-1.768821429,0.513421011,0.642857143,1
391,5,26,False,0,0,0.27,0.27,0.8,2.04,1.78,1.891523329,2.147680955,-1.542928571,0.536758329,0.571428571,1
392,5,27,False,2,6,0.27,0.27,0.57,2.04,2.2,1.891523329,2.009082787,-1.104857143,0.599425545,0.407142857,1
393,5,28,False,0,0,0.27,0.27,1.38,2.04,0.82,1.891523329,2.723507129,-2.638071429,0.424772779,0.985714286,1
394,5,29,False,0,0,0.27,0.27,1.03,2.04,1.1,1.891523329,2.376509378,-2.006071429,0.485954043,0.735714286,1
395,5,30,False,0,0,0.27,0.27,0.76,2.04,0.98,1.891523329,2.095547886,-1.550928571,0.546698298,0.542857143,1
396,5,31,False,0,0,0.27,0.27,0.86,2.04,1.27,1.891523329,2.209114963,-1.695821429,0.522508108,0.614285714,1
397,5,32,False,0,0,0.27,0.27,0.72,2.04,1.31,1.891523329,2.046489492,-1.449964286,0.557013361,0.514285714,1
398,5,33,False,3,5,0.27,0.27,0.53,2.04,1.55,1.891523329,2.16999357,-1.098392857,0.611848873,0.378571429,1
399,5,34,False,2,6,0.27,0.27,0.61,2.04,2.16,1.891523329,1.7893,-1.177857143,0.587496679,0.435714286,1
400,5,35,False,0,0,0.27,0.27,1.02,2.04,0.93,1.891523329,2.425828064,-2.005178571,0.487962118,0.728571429,1
401,5,36,False,2,6,0.27,0.27,0.64,2.04,1.6,1.891523329,1.955055241,-1.283714286,0.578857022,0.457142857,1
402,5,37,False,0,0,0.27,0.27,0.98,2.04,1.14,1.891523329,2.320966993,-1.915785714,0.496163162,0.7,1
403,5,38,False,3,5,0.27,0.27,0.48,2.04,1.91,1.891523329,2.103725488,-0.97725,0.628121449,0.342857143,1
404,5,39,False,1,1,0.27,0.27,0.86,2.04,1.36,1.891523329,0.0,-1.687142857,0.522508108,0.614285714,1
405,5,40,False,1,1,0.27,0.27,0.57,2.04,2.2,1.891523329,1.954921624,-1.104857143,0.599425545,0.407142857,1
406,5,41,False,1,1,0.27,0.27,0.91,2.04,1.5,1.891523329,0.0,-1.760071429,0.511198409,0.65,1
407,5,42,False,3,5,0.27,0.27,0.78,2.04,2.33,1.891523329,2.362863567,-1.455321429,0.541682718,0.557142857,1
408,5,43,False,3,5,0.27,0.27,0.62,2.04,2.2,1.891523329,2.04250519,-1.191285714,0.584588279,0.442857143,1
409,5,44,False,1,1,0.27,0.27,0.97,2.04,1.13,1.891523329,0.0,-1.899464286,0.498256677,0.692857143,1
410,5,45,False,3,5,0.27,0.27,0.85,2.04,1.13,1.891523329,2.340791612,-1.692035714,0.524830366,0.607142857,1
411,5,46,False,1,1,0.27,0.27,0.67,2.04,2.28,1.891523329,2.64390067,-1.27,0.57046779,0.478571429,1
412,5,47,False,1,1,0.27,0.27,0.83,2.04,1.28,1.891523329,2.226583834,-1.643,0.529537365,0.592857143,1
413,5,48,False,0,0,0.27,0.27,1.52,2.04,0.82,1.891523329,2.825996661,-2.880071429,0.40440696,1.085714286,1
414,5,49,False,2,6,0.27,0.27,0.58,2.04,1.9,1.891523329,1.98797081,-1.151071429,0.596398144,0.414285714,1
415,5,50,False,3,5,0.27,0.27,0.6,2.04,2.28,1.891523329,2.001424352,-1.149,0.590434162,0.428571429,1
416,5,51,False,2,6,0.27,0.27,0.57,2.04,2.2,1.891523329,2.018753288,-1.104857143,0.599425545,0.407142857,1
417,5,52,False,2,6,0.27,0.27,0.6,2.04,2.05,1.891523329,2.075848892,-1.171178571,0.590434162,0.428571429,1
418,5,53,False,0,0,0.27,0.27,0.75,2.04,1.36,1.891523329,2.074614707,-1.497,0.549241081,0.535714286,1
419,5,54,False,3,5,0.27,0.27,0.4,2.04,1.9,1.891523329,1.783360927,-0.839928571,0.656037958,0.285714286,1
420,5,55,False,0,0,0.27,0.27,0.96,2.04,1.17,1.891523329,2.311832729,-1.878321429,0.500367934,0.685714286,1
421,5,56,False,3,5,0.27,0.27,0.69,2.04,1.96,1.891523329,2.052287148,-1.335428571,0.565008768,0.492857143,1
422,5,57,False,0,0,0.27,0.27,1.18,2.04,0.95,1.891523329,2.452968591,-2.279821429,0.457700901,0.842857143,1
423,5,58,False,2,6,0.27,0.27,0.64,2.04,1.5,1.891523329,1.956808277,-1.293357143,0.578857022,0.457142857,1
424,5,59,False,3,5,0.27,0.27,0.76,2.04,1.2,1.891523329,2.256932729,-1.529714286,0.546698298,0.542857143,1
425,5,60,False,1,1,0.27,0.27,0.6,2.04,1.9,1.891523329,0.0,-1.185642857,0.590434162,0.428571429,1
426,5,61,False,3,5,0.27,0.27,0.97,2.04,2.1,1.891523329,2.115491508,-1.805928571,0.498256677,0.692857143,1
427,5,62,False,3,5,0.27,0.27,0.94,2.04,1.3,1.891523329,2.246056043,-1.831214286,0.504644583,0.671428571,1
428,5,63,False,3,5,0.27,0.27,0.61,2.04,1.54,1.891523329,1.927848949,-1.237642857,0.587496679,0.435714286,1
429,5,64,False,0,0,0.27,0.27,1.2,2.04,1.62,1.891523329,2.297683747,-2.249785714,0.454180125,0.857142857,1
430,5,65,False,0,0,0.27,0.27,0.96,2.04,1.25,1.891523329,2.119700811,-1.870607143,0.500367934,0.685714286,1
431,5,66,False,2,6,0.27,0.27,0.76,2.04,1.38,1.891523329,2.0478,-1.512357143,0.546698298,0.542857143,1
432,5,67,False,2,6,0.27,0.27,0.54,2.04,1.63,1.891523329,1.758039163,-1.107964286,0.608695013,0.385714286,1
